image_path,text
all/1014.png,Pearson 34 per cent ) . How far is Mr.
all/1015.png,of Canada as a Prime Minister ? Many
all/1016.png,observers at the national rally will be
all/1017.png,seeking an answer .
all/1018.png,"Mr. Diefenbaker 36 per cent , for Mr."
all/1019.png,Lester Pearson acceptable to the people
all/1020.png,in Algoma East .
all/1021.png,baker was in the last two campaigns . The
all/1022.png,It is difficult for many to see Mr. Pearson
all/1023.png,"in the chancery , or the corridors of the United"
all/1024.png,impression remains that the Liberal leader
all/1025.png,"Nations , not the father figure , so necessary"
all/1026.png,"hustings , the spellbinder that Mr. Diefen-"
all/1027.png,"politician , able to talk about sewage problems"
all/1028.png,"is still the diplomatist , more at home"
all/1029.png,"in Canadian leadership , or the practical"
all/1030.png,in the role of a popular orator at the
all/1031.png,"still regard him "" as some sort of cross"
all/1032.png,correct that image . The bow tie has
all/1033.png,by speech experts .
all/1034.png,"On the other hand , Mr. Pearson excels"
all/1035.png,television techniques and is being coached
all/1036.png,His party advisers are now trying to
all/1037.png,"between an egghead and a missionary "" ."
all/1038.png,"in meeting people informally , but many"
all/1039.png,gone ; he is having lessons on
all/1040.png,baker in the House in those early
all/1041.png,leading the Opposition with skill and
all/1042.png,ammunition given him by the Gov-
all/1043.png,Everything is being done to promote
all/1044.png,"ernment in recent sessions , he is"
all/1045.png,much lessly trounced by Mr. Diefen-
all/1046.png,"a new image . Certainly , he is now a"
all/1047.png,assurance and is a match for the
all/1048.png,Prime Minister across the floor .
all/1049.png,"but now , with plenty of political"
all/1050.png,days . It has been a hard road back
all/1051.png,will go . The main topic under review is
all/1052.png,"provinces . However , be this election"
all/1053.png,"year or not , Mr. Pearson , with his party"
all/1054.png,committees examining subjects
all/1055.png,"increasingly confident of return to power ,"
all/1056.png,ranging from foreign investment in
all/1057.png,"new and dynamic liberalism "" and this"
all/1058.png,"Mr. Pearson is now talking about "" his"
all/1059.png,Canada to the problems of the Atlantic
all/1060.png,"week will # show perhaps how far "" Mike"
all/1061.png,Sentence Database
all/1062.png,"unemployment , but there will be 21"
all/1063.png,as a military project ; or that the European space satellite
all/1064.png,"Stated more bluntly , they are still unconvinced that"
all/1065.png,"interested in the principle of space research , but rather"
all/1066.png,this is not primarily an effort on Britain's part to
all/1067.png,"Mr. Thorneycroft , the Minister of Aviation , who arrives in"
all/1068.png,is indeed to be purely scientific in character .
all/1069.png,Sentence Database
all/1070.png,Bonn tomorrow for talks with the Federal Government on a
all/1071.png,"salve Blue Streak , which was abandoned last summer"
all/1072.png,sceptical about British plans for organizing it .
all/1073.png,"European space satellite project , will find the Germans"
all/1074.png,"involved is really worth while , at a time when"
all/1075.png,any increase in budgetary commitments
all/1076.png,"remove these doubts , and to persuade the"
all/1077.png,Mr. Thorneycroft's main purpose will be to
all/1078.png,rise in taxation - something no one is prepared
all/1079.png,would almost certainly involve a corresponding
all/1080.png,to contemplate in an election year .
all/1081.png,Federal Government that the financial burden
all/1082.png,"efforts , as Die Welt suggests today in"
all/1083.png,"convinced , on the basis of the information"
all/1084.png,believe that the Federal Government is not
all/1085.png,"But , at the same time , there is reason to"
all/1086.png,be justified from a scientific point of view ;
all/1087.png,a highly critical editorial article .
all/1088.png,"satellite , duplicating to some extent American"
all/1089.png,"and not merely constitute a "" prestige """
all/1090.png,"it has so far , that such a project would"
all/1091.png,"stage , but the French have one of their"
all/1092.png,have reached a sufficient stage of development
all/1093.png,like to see used .
all/1094.png,On the specific question of the use of Blue
all/1095.png,putting a heavy satellite into outer space .
all/1096.png,"British rocket , Black Knight , for the second"
all/1097.png,own called Veronique which they would
all/1098.png,for adaptation as the first stage in
all/1099.png,only rocket and launcher in Europe to
all/1100.png,easier . He can point out that this is the
all/1101.png,There has also been some talk of adopting another
all/1102.png,"Streak , Mr. Thorneycroft's task will be"
all/1103.png,various rocket stages had already been
all/1104.png,of capsule was involved . A lesser obstacle
all/1105.png,any Ministry or Minister directly responsible
all/1106.png,The Foreign Ministry spokesman added
all/1107.png,"today , however , that the Brussels Treaty"
all/1108.png,for it - and therefore of any budget
all/1109.png,"concluded , and only cooperation on the type"
all/1110.png,"was irrelevant , because research on the"
all/1111.png,under which funds could be appropriated .
all/1112.png,to German participation is the absence of
all/1113.png,the backbone of the German Air
all/1114.png,This is expected eventually to replace the
all/1115.png,"Fiat G-91 , and the F 104 Starfighter ,"
all/1116.png,Force .
all/1117.png,"three hours , 20 minutes of discussion is believed"
all/1118.png,PRESIDENT KENNEDY renewed his pressure
all/1119.png,"House , Whitehall , yesterday . Much of their"
all/1120.png,of American policy .
all/1121.png,Common Market during their talks at Admiralty
all/1122.png,on Mr. Harold Macmillan to join the
all/1123.png,to have been devoted to this main point
all/1124.png,It arose during talks following
all/1125.png,and other reservations .
all/1126.png,President Kennedy's report to the British
all/1127.png,clear that he would accept Britain into the
all/1128.png,visit to Paris . There General de Gaulle had made
all/1129.png,Common Market only if there were no conditions
all/1130.png,laid down to meet the Commonwealth
all/1131.png,Prime Minister of the outcome of his recent
all/1132.png,"Bundy , the President's special assistant for"
all/1133.png,"Market , even if it meant an unconditional surrender ."
all/1134.png,wanted him to apply for membership of the Common
all/1135.png,Mr. Kennedy told Mr. Macmillan that he still
all/1136.png,"There were also brief discussions on Laos , Berlin"
all/1137.png,Krushchov . With the exception of 40 minutes when
all/1138.png,informed Mr. Macmillan of his discussions with Mr.
all/1139.png,"and other foreign questions , after Mr. Kennedy had"
all/1140.png,"security affairs , were brought in , the two"
all/1141.png,men talked alone .
all/1142.png,"Lord Home , Foreign Secretary , and Mr. McGeorge"
all/1143.png,talks with Mr. Krushchov this evening .
all/1144.png,Admiralty House meeting will be made in the
all/1145.png,for a statement . President Kennedy flew from London
all/1146.png,Airport last night to arrive in Washington this
all/1147.png,An attempt to get more information about the
all/1148.png,have many questions to the Prime Minister asking
all/1149.png,broadcast and television report on his
all/1150.png,House of Commons this afternoon . Labour M.P.s already
all/1151.png,morning . He is to make a 30-minute nation-wide
all/1152.png,economic co-operation and expansion in the general interests
all/1153.png,"common purposes . "" Occasion was given to review the need for"
all/1154.png,"both economic and political , and revealed once again the"
all/1155.png,close agreement of the two Governments in pursuing their
all/1156.png,"Washington - said : "" Their discussions covered the major problems ,"
all/1157.png,The joint communique on Mr. Kennedy's and Mr. Macmillan's
all/1158.png,"third talks - the first were at Key West , Florida , the second in"
all/1159.png,"of developed and underdeveloped countries alike . """
all/1160.png,which should lead to progress toward a Laos agreement at the
all/1161.png,"It said that the President and Premier noted "" with satisfaction "" the"
all/1162.png,"Geneva conference . "" Particular attention was also given to the"
all/1163.png,"agreement in Vienna on the need for an effective Laos ceasefire ,"
all/1164.png,agreement on the necessity of maintaining the rights and
all/1165.png,"obligations of the allied Governments in Berlin . """
all/1166.png,"nuclear tests conference and to the question of disarmament . "" The"
all/1167.png,"situation in regard to Germany was reviewed , and there was full"
all/1168.png,given by Lady Dorothy Macmillan with Mrs. Kennedy and other
all/1169.png,""" rather pessimistic "" and talked of a Berlin crisis later this year ."
all/1170.png,"Apart from their formal Admiralty House talks , followed by lunch"
all/1171.png,"State , gave a 90-minute briefing on the Vienna talks to the"
all/1172.png,15-nation Nato council . Some of his listeners said he was
all/1173.png,"guests present , Mr. Kennedy and Mr. Macmillan met three more"
all/1174.png,"times yesterday . In PARIS , Mr. Dean Rusk , U.S. Secretary of"
all/1175.png,"said the Vienna talks "" might be the beginning of a slight improvement , """
all/1176.png,in London in time to join the Buckingham Palace dinner and to
all/1177.png,but no big changes should be expected in the political situation .
all/1178.png,and informed him of the Vienna outcome . Last night Mr. Rusk arrived
all/1179.png,"fly home with the President . In DUESSELDORF , Chancellor Adenauer"
all/1180.png,From Nato headquarters Mr. Rusk went to see President de Gaulle
all/1181.png,Moscow after his two days of talks with President
all/1182.png,"spirits , Mr. Krushchov yesterday returned to"
all/1183.png,"followed up by new efforts for peace , the"
all/1184.png,"Kennedy , writes Dennis Ogden from Moscow . The"
all/1185.png,"declared yesterday . Events in Vienna "" gave hope"
all/1186.png,Soviet Communist Party newspaper Pravda
all/1187.png,"and to all who are striving for a stable peace , """
all/1188.png,good beginning made at Vienna must be
all/1189.png,"RELAXED , smiling and clearly in the best of"
all/1190.png,"to people of goodwill who hate the cold war ,"
all/1191.png,of Indonesian students broke through crash barriers
all/1192.png,to surround their President on the tarmac for
all/1193.png,"arrived from Vienna . A cheering , delighted crowd"
all/1194.png,"Dr. Sukarno , President and Prime Minister of"
all/1195.png,airport to join President Brezhnev in welcoming
all/1196.png,"Indonesia , who arrived by Boeing 707 jet on a"
all/1197.png,"meeting , peace-loving people will say ' a"
all/1198.png,state visit 40 minutes after Mr. Khrushchov had
all/1199.png,"good beginning . ' "" Mr. Krushchov remained at the"
all/1200.png,""" Thinking over the results of the Vienna"
all/1201.png,"establish an enduring peace between nations . """
all/1202.png,""" The Soviet Union has always striven and is"
all/1203.png,Mr. Khrushchov said he hoped his weekend
all/1204.png,"the peoples , to secure an early solution of the"
all/1205.png,"Schaerf , the Soviet Premier thanked Austria for"
all/1206.png,"In VIENNA , before flying off to Moscow ,"
all/1207.png,Replying to a farewell speech from Austrian President
all/1208.png,striving to safeguard an enduring peace for
all/1209.png,the hospitality and welcome he had received .
all/1210.png,"talks with President Kennedy would # help "" to"
all/1211.png,implication he supported the establishment of
all/1212.png,defence of the Polaris missile base . And by
all/1213.png,"weapons were necessary to defend Britain , that"
all/1214.png,sites in Britain for the training of German
all/1215.png,must have nuclear weapons so long as the
all/1216.png,MR. GAITSKELL today delivered a full-blooded
all/1217.png,"Britain must depend on Nato and "" the West """
all/1218.png,troops . His main theme was that nuclear
all/1219.png,Soviet Union has them .
all/1220.png,widespread resentment over the U.S. Polaris base in
all/1221.png,their tactics by switching most of their emphasis on
all/1222.png,sure the Labour movement was coming round in
all/1223.png,"of General and Municipal Workers , he said he felt"
all/1224.png,to the missile .
all/1225.png,Addressing the annual congress of the National Union
all/1226.png,supporters of unilateral nuclear disarmament were changing
all/1227.png,support of his views . Obviously conscious of the fierce and
all/1228.png,"Britain , Mr. Gaitskell said that he even noticed that"
all/1229.png,"he said , they were out of date and vulnerable and"
all/1230.png,allied . But governments should be free to negotiate
all/1231.png,"agree . The Labour Party opposed Thor missiles , because ,"
all/1232.png,and refuse proposals with which they did not
all/1233.png,Mr Gaitskell said that a member of an alliance could
all/1234.png,would attract enemy action .
all/1235.png,not deny facilities to nations to which it was
all/1236.png,was far better for a weapon used for retaliatory
all/1237.png,This was why the Labour Party did not think it right
all/1238.png,"the West , somewhere , must have them too . It"
all/1239.png,to oppose the Polaris depot ship .
all/1240.png,That argument did not apply to the Polaris submarine .
all/1241.png,"So long as the Soviet Union had nuclear weapons ,"
all/1242.png,purposes to be under the sea rather than on land .
all/1243.png,in a more remote area . Mr. Gaitskell added that
all/1244.png,city with two million people . It should be sited
all/1245.png,of party members and still less the party's
all/1246.png,The party agreed that it was unwise to locate the base
all/1247.png,supporters in the country .
all/1248.png,"in the Holy Loch , only 30 miles from Glasgow , a"
all/1249.png,"the Scarborough conference decisions did not , in his"
all/1250.png,"view , truly reflect the opinions of the majority"
all/1251.png,"that "" those who organise these things "" were"
all/1252.png,Mr Gaitskell added that agreement with the
all/1253.png,he respected their views . He saw by reports
all/1254.png,to the official document on to opposition
all/1255.png,disarmament to shift the emphasis of
all/1256.png,to the Polaris base .
all/1257.png,recommending the supporters of unilateral nuclear
all/1258.png,their intervention away from straight opposition
all/1259.png,"unilateralists was not possible , though"
all/1260.png,Prime Minister should begin to take
all/1261.png,"with the agreement of Kennedy , in"
all/1262.png,"To Mr. Macmillan , Mr Gaitskell said the"
all/1263.png,in central Europe of a zone of controlled
all/1264.png,"talks with the Soviet Union , for the establishment"
all/1265.png,"weapons within the Nato alliance . "" Let us say"
all/1266.png,"to Macmillan that he should press , I hope"
all/1267.png,seriously the danger of the spread of nuclear
all/1268.png,"disarmament . """
all/1269.png,opportunity for the party . It was a
all/1270.png,an agreement on a zone of controlled
all/1271.png,disarmament in Europe . Mr Gaitskell
all/1272.png,Union would be prepared to reach
all/1273.png,"He thought , he said , that the Soviet"
all/1274.png,Inter-union jealousies prevent the
all/1275.png,was the beginning of a great period of
all/1276.png,"and other major questions , Mr. Jack Cooper"
all/1277.png,fulfilment of a common policy for wages
all/1278.png,great chance that should be grasped .
all/1279.png,"concluded , declaring that the present"
all/1280.png,matter . Consideration should also be given
all/1281.png,modification of their structures to
all/1282.png,to the regrouping of unions and the
all/1283.png,The General Council of the Trades Union
all/1284.png,meet the growing concentration of
all/1285.png,urgent - particularly in unions serving
all/1286.png,Congress should therefore consider the
all/1287.png,capital . Mr. Cooper argued that a
all/1288.png,common industrial contribution was
all/1289.png,workers in the same industry - along
all/1290.png,Macmillan yesterday morning he was given
all/1291.png,BEFORE President Kennedy met Mr.
all/1292.png,the views of a wide section of the
all/1293.png,bases in this country . An open letter
all/1294.png,Suggesting that a total T.U.C.
all/1295.png,"membership of eight million was a "" poor"
all/1296.png,written by Earl Russell hoping that the
all/1297.png,"show "" compared with some countries , he"
all/1298.png,British people about Polaris submarine
all/1299.png,argued that the position needed examination .
all/1300.png,"Earl Russell , President of the Committee"
all/1301.png,growing section which is opposed to
all/1302.png,already there have been protests but
all/1303.png,"British territory . "" He pointed out that"
all/1304.png,"that "" very much larger protests are to"
all/1305.png,"be expected and are being planned . """
all/1306.png,"the establishment of a Polaris base ,"
all/1307.png,"take notice of "" that very large and"
all/1308.png,"of 100 , told Kennedy that he should"
all/1309.png,whether at Holy Loch or elsewhere on
all/1310.png,"regrettable , that the agitation against"
all/1311.png,There are three kinds of reasons that justify
all/1312.png,to the policy of the United States .
all/1313.png,the Polaris base has generated some antagonism
all/1314.png,"the U.S. Government , Earl Russell suggested . "" The"
all/1315.png,"U.S. and Great Britain , not only in Government"
all/1316.png,the protests and these should carry weight with
all/1317.png,"says it is inevitable , though profoundly"
all/1318.png,serving the hitherto cordial relations between the
all/1319.png,first of these reasons is the importance of pre-
all/1320.png,"circles , but in public opinion . "" Earl Russell"
all/1321.png,"of Polaris submarines . "" He argues that"
all/1322.png,exercise any degree of control over the action
all/1323.png,as to the safety of the people of Great Britain ;
all/1324.png,impossible for the British authorities to
all/1325.png,The second reason is concerned with doubts
all/1326.png,Britain alone .
all/1327.png,there is a distinct possibility that so long
all/1328.png,Soviet Union might retaliate against
all/1329.png,as there is a Polaris base in Britain the
all/1330.png,""" in the time of crisis it would probably be"
all/1331.png,"add anything to the strength of America ,"
all/1332.png,"believes : "" It is very questionable whether"
all/1333.png,"the course of , at the most , an hour "" without"
all/1334.png,"while , on the contrary , they impose upon"
all/1335.png,British membership of Nato and British
all/1336.png,America an onerous obligation which it
all/1337.png,destroy the whole population of Britain in
all/1338.png,provoking American retaliation . Earl Russell
all/1339.png,"may prove impossible to fulfil . """
all/1340.png,""" Such retaliation might , and probably would ,"
all/1341.png,permission of American bases on our territory
all/1342.png,The third reason is that the supreme
all/1343.png,"prevention of nuclear war . "" A rapidly"
all/1344.png,in preventing a nuclear war as a neutral
all/1345.png,West and uncommitted nations - is the
all/1346.png,growing body of opinion in this country
all/1347.png,interest for the whole world - East and
all/1348.png,by helping to suggest agreements which could
all/1349.png,"be accepted by both East and West . """
all/1350.png,believes that Britain could be more effective
all/1351.png,"would be "" integrated "" to a greater"
all/1352.png,"about 400,000 men . The three Services"
all/1353.png,Services . Its aim will be to produce superbly
all/1354.png,"be published in March , is likely to"
all/1355.png,"THE next White Paper on defence , to"
all/1356.png,contain a five-year plan for the three
all/1357.png,"equipped , all-Regular forces of"
all/1358.png,extent than ever before .
all/1359.png,with the Prime Minister's approval .
all/1360.png,and operations . This would apply also in the
all/1361.png,"not contemplated , the Navy , Army and Royal"
all/1362.png,command structure and central administrative
all/1363.png,"organisation . Mr. Watkinson , Minister of Defence ,"
all/1364.png,"Air Force would become , for practical purposes ,"
all/1365.png,complete co-operation at all levels in training
all/1366.png,"has been working on the plan for some months ,"
all/1367.png,a single defence force . There would be
all/1368.png,"Short of wearing the same uniform , which is"
all/1369.png,are now being worked out by the Chiefs
all/1370.png,Ministers concerned with overseas aspects
all/1371.png,"of Staff , a process that may take four"
all/1372.png,Ministers . He has also had talks with the Earl
all/1373.png,"of Home , Foreign Secretary , and with other"
all/1374.png,of defence policy . Details of the scheme
all/1375.png,or five months .
all/1376.png,He has had numerous meetings with the Service
all/1377.png,approval . Mr. Watkinson remains con-
all/1378.png,The scheme will be subject to Cabinet
all/1379.png,"of Defence , is still correct . This was to"
all/1380.png,vinced that the policy initiated in
all/1381.png,return to the tradition of all-Regular
all/1382.png,"1957 , in Mr. Sandys's time as Minister"
all/1383.png,"voluntary forces , with the last National"
all/1384.png,of 1962 .
all/1385.png,Serviceman out of uniform by the end
all/1386.png,"cannot be entirely discounted , he does"
all/1387.png,not agree that the point has been reached
all/1388.png,He is confident the aim can be achieved .
all/1389.png,While the possibility of an eventual return
all/1390.png,engagement would probably have to be for
all/1391.png,"National Service is ever resorted to ,"
all/1392.png,The Minister regards the recent trend
all/1393.png,where this need even be considered . If
all/1394.png,to National Service in some form
all/1395.png,three years .
all/1396.png,of recruiting figures as encouraging .
all/1397.png,"Service , or over any other aspect of"
all/1398.png,no truth in suggestions that Mr. Watkinson
all/1399.png,serve at least a year overseas . There is
all/1400.png,is at odds with the Service chiefs over
all/1401.png,necessary for the extended training modern
all/1402.png,the decision to dispense with National
all/1403.png,It is thought this would be the minimum
all/1404.png,defence policy .
all/1405.png,arms require and to enable each man to
all/1406.png,Criticisms about Army manpower appear
all/1407.png,to have come mainly from retired officers
all/1408.png,"Francis Festing , who believes completely"
all/1409.png,"Sir Francis , is equally convinced Mr."
all/1410.png,"Gen. Sir Richard Hull , who is to succeed"
all/1411.png,who have held high positions but
all/1412.png,Watkinson is right .
all/1413.png,Mr. Watkinson has had the utmost support
all/1414.png,"from the C.I.G.S. , Field-Marshal Sir"
all/1415.png,are out of touch with the existing situation .
all/1416.png,in the principle of an all-Regular army .
all/1417.png,his leave .
all/1418.png,Sir Francis is to hand over to Sir Richard
all/1419.png,concentrated on possible need for important
all/1420.png,moment # when attention had to be
all/1421.png,"as from Nov. 1 . The hand-over , due in"
all/1422.png,Berlin crisis . Mr. Watkinson and his advisers
all/1423.png,"Francis stayed on , and # sacrificed"
all/1424.png,military operations . For this reason Sir
all/1425.png,felt the change would be unwise at a
all/1426.png,"September , was delayed because of the"
all/1427.png,the House . Early results in yesterday's
all/1428.png,There was a computed 8.4 per cent. swing
all/1429.png,the Prime Minister . This implies the dis-
all/1430.png,"fontein and the Transvaal , with slightly"
all/1431.png,"Lawrence , standing as a Progressive , was"
all/1432.png,"returned in their strongholds , like Bloem-"
all/1433.png,appearance of the Progressive party from
all/1434.png,"increased majorities . In the Cape , the"
all/1435.png,"veteran United Party politician , Mr. Harry"
all/1436.png,general election showed Nationalists being
all/1437.png,"towards the Nationalist party of Dr. Verwoerd ,"
all/1438.png,"Progressive party , Dr. Steytler , in Port"
all/1439.png,"Mr. Plewman , left the Progressives deprived"
all/1440.png,"afterwards by the United party candidate ,"
all/1441.png,dates are unopposed .
all/1442.png,The contests were for 86 seats as 70
all/1443.png,The defeat of the leader of the
all/1444.png,"the Leader of the Opposition , Sir de"
all/1445.png,"Elizabeth South , announced immediately"
all/1446.png,Nationalists and 20 United party candi-
all/1447.png,of both their chief figures . Dr. Verwoerd and
all/1448.png,"Villiers Graaff , have been returned unopposed ."
all/1449.png,evident that voters were bored by the
all/1450.png,last night that he had considered early
all/1451.png,the most apathetic in the country's history .
all/1452.png,Government's frequent appeals to the electorate .
all/1453.png,The election was the fourth in four years .
all/1454.png,British Army of the Rhine on to a war footing .
all/1455.png,THE Prime Minister disclosed in the Commons
all/1456.png,Long before polling closed at 8 p.m. it was
all/1457.png,in the Parliamentary recess whether to
all/1458.png,mobilise reserves necessary to bring the
all/1459.png,In most constituencies it may go down as
all/1460.png,to do so and to recall Parliament . But
all/1461.png,"economic and political kind . Mr. Macmillan ,"
all/1462.png,principle the imposed division of Germany .
all/1463.png,if a further deterioration in the situation
all/1464.png,warranted such a step . It would have to be
all/1465.png,He decided that it would be a great error
all/1466.png,who was winding up the foreign affairs
all/1467.png,"debate , said the Government could not"
all/1468.png,"accompanied by other measures of a military ,"
all/1469.png,there would be no hesitation in mobilising
all/1470.png,be party to accepting as a matter of
all/1471.png,"Minister of State , Foreign Office , said"
all/1472.png,tests . The Council's findings would be
all/1473.png,but we must not - and I am not - be
all/1474.png,the Medical Research Council to reassess
all/1475.png,earlier that the Government had asked
all/1476.png,"afraid of negotiation . "" Mr. Godber ,"
all/1477.png,the fall-out position in view of the Russian
all/1478.png,""" We must not be rattled into surrender ,"
all/1479.png,made public .
all/1480.png,that # appeasement over Berlin could
all/1481.png,the surest way to avert it .
all/1482.png,"Eden , in his maiden speech in the House"
all/1483.png,With a vigour and authority which delighted
all/1484.png,"only lead to war . To stand firm , he"
all/1485.png,"the Earl of Avon , the former Sir Anthony"
all/1486.png,"old Parliamentary friends and foes alike ,"
all/1487.png,"declared , was not to invite war , but"
all/1488.png,"of Lords last night , gave a warning"
all/1489.png,Asia .
all/1490.png,nuclear tests ; the canard about British
all/1491.png,speech in which Mr. Macmillan wound up
all/1492.png,accent of urgency . He passed in rapid
all/1493.png,"tone , and his voice never rose to any"
all/1494.png,"He began in a low , almost chatty mono-"
all/1495.png,It was the end of a rather curious
all/1496.png,the two-day debate on foreign affairs .
all/1497.png,review the United Nations Secretariat ;
all/1498.png,interference with the United Nations
all/1499.png,in the Congo ; Kuwait ; and South-East
all/1500.png,He spent most of his short half-hour on
all/1501.png,Britain could not be a party to an imposed
all/1502.png,"division . But negotiation , as the debate had"
all/1503.png,final and irrevocable division of Germany .
all/1504.png,"some "" new myth "" about betrayal of Germany"
all/1505.png,"shown , could be undertaken on a variety"
all/1506.png,"by the Allies . "" We do not , "" he said , "" really"
all/1507.png,certain that they wanted to establish a
all/1508.png,"know what the Russians want . "" But he was"
all/1509.png,of bases .
all/1510.png,Berlin . He deplored the possibility of
all/1511.png,necessary to bring the British Army of the Rhine
all/1512.png,would have created a thoroughly unde-
all/1513.png,"by proclamation , such as would be"
all/1514.png,sirable atmosphere of panic . He thought
all/1515.png,that the situation was rather more
all/1516.png,on to a fully active footing . That
all/1517.png,Mr. Macmillan explained that he had deliber-
all/1518.png,ately refrained during the summer from
all/1519.png,hopeful .
all/1520.png,recalling Parliament or ordering mobilisation
all/1521.png,remarkable degree of sub-normality .
all/1522.png,than about substance . The Prime Minister's
all/1523.png,"at any time rose to fever pitch , to a"
all/1524.png,"temperature of the debate , which never"
all/1525.png,"of Home , Foreign Secretary , was listening"
all/1526.png,in the Peers' Gallery .
all/1527.png,Throughout Mr. Macmillan's speech the Earl
all/1528.png,The Russians now realised its seriousness . The
all/1529.png,attitude of studied calm brought down the
all/1530.png,French doubts were more about procedure
all/1531.png,"State , Foreign Office , as "" pedantic and"
all/1532.png,severely rated the speech of his predecessor .
all/1533.png,"censured by Mr. Shinwell , former Labour"
all/1534.png,"Defence Minister , for having read the"
all/1535.png,These strictures were all too well justified .
all/1536.png,"of Mr. Healey , "" Shadow "" Foreign Secretary ,"
all/1537.png,"described by Mr. Godber , Minister of"
all/1538.png,We started with the plaintive wailings
all/1539.png,"obscure on Berlin , damaging and obscure"
all/1540.png,The early speakers in the debate each
all/1541.png,"on the Congo . "" In turn , Mr. Godber was"
all/1542.png,The trouble about such debates is that
all/1543.png,Healey had another tilt at the Prime Minister's
all/1544.png,in which all the boys were welcome to
all/1545.png,early stages of to-night's debate . Mr.
all/1546.png,"golf-course Press conference , which he"
all/1547.png,they range too widely . They remind one of
all/1548.png,"business "" removed their jackets . Not many"
all/1549.png,"the Rugby match in "" Tom Brown's Schooldays , """
all/1550.png,metaphorical braces were visible in the
all/1551.png,"described as "" a display of flabby and"
all/1552.png,"take part , and only those who "" really meant"
all/1553.png,theme of limitation of armaments in Europe .
all/1554.png,prohibition of the production of atomic
all/1555.png,establish in these territories .
all/1556.png,"from Mr. Ellis Smith ( Lab. , Stoke on Trent S. ) ."
all/1557.png,A reference to the reunification of Germany
all/1558.png,"This could , he suggested , be linked with"
all/1559.png,"brought a bark of "" Start another war ! """
all/1560.png,weapons in any part of Europe . Inspection
all/1561.png,Then Mr. Healey launched out on his pet
all/1562.png,and control would be much easier to
all/1563.png,rebuked the unaligned nations for not
all/1564.png,"bingo-parlour . """
all/1565.png,the temple of their religion is the
all/1566.png,"the Government , said Mr. Healey , to"
all/1567.png,using double standards . Ministers had
all/1568.png,Mr. Healey denounced the Government for
all/1569.png,events in Angola or Algeria . It was not for
all/1570.png,"condemning the new Russian tests , but"
all/1571.png,"take up moral attitudes , "" especially when"
all/1572.png,they themselves had no condemnation for
all/1573.png,"night by his leader , Mr. Gaitskell . Mr."
all/1574.png,religion as had failed to detect this cult .
all/1575.png,limited success . He rallied behind him
all/1576.png,Godber's performance merited all the mild
all/1577.png,scorn heaped on it by Mr. Shinwell .
all/1578.png,This puzzled such students of comparative
all/1579.png,But Mr. Healey had a partial and
all/1580.png,the Left-wing opinion so coolly snubbed last
all/1581.png,the council's findings would be published .
all/1582.png,Government had asked the Medical Research
all/1583.png,Sahara on the grounds that they were
all/1584.png,He was not so happy in his defence of
all/1585.png,France for her nuclear tests in the
all/1586.png,the Government's failure to condemn
all/1587.png,Council to reassess the fall-out position in
all/1588.png,"True , he did tell the House that the"
all/1589.png,only little ones .
all/1590.png,"view of the Russian tests , and said that"
all/1591.png,"Thomas , M.P. for Leicester N.E. , a former"
all/1592.png,"brief . He resembles the elephant seal , an"
all/1593.png,# otherwise endearing creature whose
all/1594.png,"Labour Solicitor-General , and Mrs. Barbara"
all/1595.png,through a cliche-ridden Foreign Office
all/1596.png,"articulation is limited , we are told , to a"
all/1597.png,This was too reminiscent of the nursemaid
all/1598.png,and her illegitimate baby . For the most
all/1599.png,"part , Mr. Godber muttered his way"
all/1600.png,series of heavy sighs . Sir Lynn Ungoed-
all/1601.png,of the Campaign for Nuclear
all/1602.png,A personal letter of protest against the
all/1603.png,"atmosphere as a crime against humanity . """
all/1604.png,of them Left-wing # sympathisers .
all/1605.png,"# Khruschev , was also taken to the"
all/1606.png,Russian Embassy .
all/1607.png,"tests from Canon Collins , chairman"
all/1608.png,"It condemned "" the pollution of the world's"
all/1609.png,"Disarmament , addressed to Mr."
all/1610.png,"It was signed by 60 Labour M.P.s , many"
all/1611.png,on disarmament .
all/1612.png,Lobby of the House of Commons last
all/1613.png,night and formed a queue stretching
all/1614.png,bomb demonstrators thronged the Central
all/1615.png,A POLITICAL CORRESPONDENT writes : Ban-the-
all/1616.png,"in Old Palace Yard . About 2,000"
all/1617.png,lobbied M.P.s and harangued them
all/1618.png,for more than 200 yards outside
all/1619.png,to deal in his next regular Budget with
all/1620.png,to catch speculators in shares and property .
all/1621.png,MR SELWYN LLOYD may speed up his plans
all/1622.png,some profits which now escape tax .
all/1623.png,Lloyd said on # Tuesday that he proposed
all/1624.png,dramatically in the Commons yesterday . Mr
all/1625.png,"public opinion over his "" July Budget "" came"
all/1626.png,The first hint of the Chancellor bowing to
all/1627.png,Government does not like retrospective legislation .
all/1628.png,companies and put one property deal through
all/1629.png,people the Chancellor hopes to tax . These
all/1630.png,and property dealers who form a chain of
all/1631.png,"to the Treasury , said yesterday that the"
all/1632.png,are people buying and selling shares within
all/1633.png,"Sir Edward Boyle , Financial Secretary"
all/1634.png,"a short period , those "" stagging "" on a new issue"
all/1635.png,each .
all/1636.png,He went on to describe the kind of
all/1637.png,"was speaking , the Prime Minister and Mr. Lloyd"
all/1638.png,had a whispered conversation .
all/1639.png,it an Autumn Budget . You can call it a Taxation
all/1640.png,"legislation . "" Why don't you make proposals to legislate"
